"subjid","cadre_id","status","selpa_final","district_final","district_size","role","job_title","gender","ethnicity","race","age","socio_disadvantaged_percentage","performance_score_avg","exp_asd","years_participation","ebp_use_primary_quality_outcome","ebp_use_secondary_quality_outcocme","ebp_use_tertiary_quality_outcome","pct_correct_avg","pct_fidelity_avg","primary_pct_cor","primary_pct_fid","ebp_res_partnership_avg","ebp_res_strategic_planning_avg","ebp_res_org_capacity_avg","ebp_res_total","use_data","ics_focus_ebp","ics_edu_support","ics_recog_ebp","ics_rewards_ebp","ics_selection_ebp","ics_selection_open","ics_exist_sup_ebp","ics_exist_use_data","ics_total","ics_total_narm"
"CAP759",NA,"Eligible","Fresno County SELPA","Selma Unified",6451,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","Other","18 - 24",0.81,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,10,3,6,3,9,9,9,16,65,65
"CAP760",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP762",NA,"Eligible","Fresno County SELPA","Central Unified",15893,"DSP","Paraprofessional",NA,NA,NA,NA,0.81,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP763",NA,"Eligible","Santa Clara County SELPA II","Fremont Union High",11140,"Director","Director of Special Education","Female","No","White","45 - 54",0.15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,6,5,9,1,6,6,5,6,44,44
"CAP764",NA,"Eligible","Fresno County SELPA","Sanger Unified",10556,"DSP","Paraprofessional","Female","No","Asian","25 - 34",0.81,NA,2,NA,3.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,9,9,9,12,75,75
"CAP766",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","Decline to answer","35 - 44",0.43,NA,3,NA,2.25,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4.5,0,7,6,6,5,37.5,37.5
"CAP767",NA,"Eligible","Fresno County SELPA","Sanger Unified",10556,"DSP","Paraprofessional","Female","Yes","White","35 - 44",0.81,NA,3,NA,2,1.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,12,3,8,0,6,9,3,7,48,48
"CAP768",NA,"Eligible","Santa Clara County SELPA I","Mountain View-Los Altos Union High",4304,"Director","Director of Special Education",NA,NA,NA,NA,0.19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP769",NA,"Eligible","Santa Clara County SELPA I","Mountain View-Los Altos Union High",4304,"Specialist","LMFT","Female","No","White","45 - 54",0.19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,1,1,1,0,12,3,0,1,19,19
"CAP770",NA,"Eligible","Fresno County SELPA","Mendota Unified",3443,"DSP","Psychologist","Female","No","White","65 - 74",0.81,NA,2,NA,1.5,2.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0,11,10,3,2,5,6,4,NA,NA,41
"CAP771",NA,"Eligible","San Luis Obispo SELPA","San Luis Coastal Unified",7595,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP772",NA,"Eligible","San Luis Obispo SELPA","San Miguel Joint Union",597,"Director","Director of Special Education","Female","No","White","45 - 54",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,10,6,6,1,7,6,3,8,47,47
"CAP773",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Other","35 - 44",0.43,NA,3,NA,2.75,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,8,50,50
"CAP774",NA,"Eligible","Santa Clara County SELPA III","Campbell Union",368,"Director","Director of Special Education","Female","No","Black, African American","35 - 44",0.17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6,3,3,0,5,8,8,14,47,47
"CAP775",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0,5,1,6,0,5,3,1,2,23,23
"CAP776",NA,"Eligible","Fresno County SELPA","Kings Canyon Joint Unified",9554,"Specialist","Behavior Specialist","Male","No","White","35 - 44",0.81,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,5,6,2,6,8,6,16,56,56
"CAP777","CC0768","Eligible","Santa Clara County SELPA IV","San Jose Unified",29738,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.46,NA,3,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,6,0,0,7,0,1,22,22
"CAP779",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.43,NA,1,NA,1.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,6,1,11,6,3,3,35,35
"CAP78","CC0364","Eligible","Santa Clara County SELPA II","Fremont Union High",11140,"DSP","SLP/SLPA","Female","No","White","55 - 64",0.15,25.73,3,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,8,50,50
"CAP780",NA,"Eligible","Fresno County SELPA",NA,NA,"DSP","Paraprofessional","Female","No","White","25 - 34",0.81,NA,3,NA,4,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP781",NA,"Eligible","Monterey County SELPA","Santa Rita Union Elementary",3568,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.76,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP783",NA,"Eligible","Kern County Consortium SELPA","Delano Union Elementary",5403,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","35 - 44",0.74,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,12,12,9,9,9,12,87,87
"CAP784",NA,"Eligible","Fresno County SELPA",NA,NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.81,NA,2,NA,3.75,3.25,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,9,7,12,9,9,16,82,82
"CAP785",NA,"Eligible","San Luis Obispo SELPA","Atascadero Unified",4683,"Director","Director of Special Education","Female","No","White","45 - 54",0.43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,3,5,6,6,8,12,7,12,59,59
"CAP786",NA,"Eligible","Kern County Consortium SELPA","Delano Union Elementary",5403,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.74,NA,2,NA,1.5,1.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,5,3,6,6,6,8,49,49
"CAP787",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP788",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","Mental Health Counselor","Female","No","White","45 - 54",0.53,NA,2,NA,3.25,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,12,12,9,9,9,13,88,88
"CAP790",NA,"Eligible","Desert / Mountain SELPA","Silver Valley Unified",2104,"Director","Director of Special Education","Female","No","White","45 - 54",0.76,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,7,10,10,8,12,12,9,12,80,80
"CAP791",NA,"Eligible","Kern County Consortium SELPA","Delano Union Elementary",5403,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.74,NA,3,NA,1.25,1.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP793",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.53,NA,3,NA,3.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP794",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.53,NA,3,NA,1.5,2.75,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1,12,7,5,1,10,8,7,12,62,62
"CAP795",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.53,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP797","CC0726","Eligible","West Contra Costa Unified SELPA","West Contra Costa Unified",28457,"Specialist","Psychologist","Female","No","White","35 - 44",0.72,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,8,6,3,0,2,3,3,0,25,25
"CAP799",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.53,NA,2,NA,1.5,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP800",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP801",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.4,22,0,2,0,3,1,0,9,0,0,15,15
"CAP802",NA,"Eligible","West End SELPA","Central Elementary",4555,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.53,NA,1,NA,2.5,3,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP803",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP804",NA,"Eligible","Kern County Consortium SELPA","Delano Union Elementary",5403,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.74,NA,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP805",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP807",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP808",NA,"Eligible","Modoc County SELPA",NA,NA,"Specialist","Specialist","Female","No","White","35 - 44",0.68,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,7,7,7,3,5,6,6,5,46,46
"CAP81","CC0581","Eligible","Corona-Norco Unified SELPA","Corona-Norco Unified",53294,"Specialist","TOSA","Female","Yes","Other","35 - 44",0.47,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP810",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP811","CC0718","Eligible","North Region SELPA","Albany City Unified",3658,"DSP","SLP/SLPA","Female","No","Asian","45 - 54",0.29,NA,3,1,2,2,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,NA,NA,9,9,9,8,NA,50
"CAP812","CC0511","Eligible","Orange Unified SELPA","Orange Unified",25749,"Specialist","Specialist","Female","No","White","35 - 44",0.5,45.05,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,4,4,0,0,3,3,1,0,15,15
"CAP813",NA,"Eligible","Solano County SELPA",NA,NA,"Director","Director of Special Education","Female","Decline to answer","Decline to answer","Decline to answer",0.49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,75,0,8,9,9,9,9,9,9,12,74,74
"CAP817",NA,"Eligible","Kern High SELPA","Kern High",39081,"DSP","Mental Health Counselor",NA,NA,NA,NA,0.71,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP818",NA,"Eligible","Humboldt-Del Norte SELPA",NA,NA,"Specialist","TOSA","Male","No","White","25 - 34",0.62,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4.25,66.25,0,9,6,9,1,8,7,6,6,52,52
"CAP819",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","General Education Teacher","Female","No","White","45 - 54",0.55,NA,2,NA,2.75,1.75,1.75,0.31,0.91,0,89.47,NA,NA,NA,NA,1,7,6,6,6,7,7,8,8,55,55
"CAP820",NA,"Eligible","Monterey County SELPA","Salinas City Elementary",8844,"Specialist","Behavior Specialist","Female","No","White","25 - 34",0.76,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,0,1,2,0,0,0,3,0,1,7,7
"CAP821",NA,"Eligible","Nevada County SELPA","Nevada Joint Union High",2607,"DSP","Psychologist","Female","No","White","45 - 54",0.48,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,9,3,9,6,4,0,45,45
"CAP822",NA,"Eligible","Tulare County SELPA","Porterville Unified",13538,"Administrator","Principal",NA,NA,NA,NA,0.78,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP823",NA,"Eligible","Contra Costa SELPA","Moraga Elementary",1632,"Director","Director of Special Education",NA,NA,NA,NA,0.43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,0,5,6,5,4,8,9,7,5,49,49
"CAP824",NA,"Eligible","Sacramento County SELPA","Galt Joint Union Elementary",3639,"DSP","Special Education Teacher (serving on multiple school sites)","Female","No","White","25 - 34",0.67,NA,2,NA,1.75,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,0,NA,NA,0,NA,NA,9
"CAP825",NA,"Eligible","Mono County SELPA",NA,NA,"Specialist","Coordinator","Female","No","White","25 - 34",0.58,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,12,0,NA,12,NA,NA,NA,36
"CAP826",NA,"Eligible","Kern County Consortium SELPA","Edison Elementary",1041,"DSP","Psychologist","Male","No","White","35 - 44",0.74,NA,3,3,2.75,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,3,9,1,3,22,22
"CAP827",NA,"Eligible","Yuba County SELPA","Marysville Joint Unified",9527,"Administrator","Principal",NA,NA,NA,NA,0.67,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP828",NA,"Eligible","Antelope Valley SELPA","Keppel Union Elementary",2619,"Administrator","Principal","Male","Yes","White","35 - 44",0.78,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,0,10,11,12,11,12,12,12,16,96,96
"CAP829",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP830",NA,"Eligible","Kern County Consortium SELPA","Edison Elementary",1041,"DSP","Psychologist",NA,NA,NA,NA,0.74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP831",NA,"Eligible","Garden Grove Unified","Garden Grove Unified",43163,"Administrator","Specialist","Male","No","Asian","35 - 44",0.72,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,0,12,12,12,12,12,12,12,12,96,96
"CAP832",NA,"Eligible","Oakland SELPA","Oakland Unified",37096,"Administrator","Specialist",NA,NA,NA,NA,0.75,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP833",NA,"Eligible","Placer SELPA","Roseville Joint Union High",10267,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,2,1,0,2,3,1,2,12,12
"CAP834",NA,"Eligible","Morongo Unified SELPA","Morongo Unified",8652,"Administrator","Principal","Female","No","White","45 - 54",0.69,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,0,4,3,7,4,5,10,4,7,44,44
"CAP835",NA,"Eligible","Tehama County SELPA","Corning Union Elementary",2112,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,3,5,2,2,7,0,0,25,25
"CAP836",NA,"Eligible","Merced County SELPA","Hilmar Unified",2387,"DSP","General Education Teacher",NA,NA,NA,NA,0.8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP837",NA,"Eligible",NA,NA,NA,"Specialist","Program Specialist","Female","No","White","35 - 44",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,7,8,3,0,11,12,6,4,51,51
"CAP838",NA,"Eligible","San Bernardino City USD SELPA","San Bernardino City Unified",49454,"DSP","Mental Health Counselor","Female","No","White","25 - 34",NA,NA,2,NA,2.75,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,8,0,7,6,1,0,34,34
"CAP839",NA,"Eligible","South Orange County SELPA","Laguna Beach Unified",NA,"DSP","Psychologist",NA,NA,NA,NA,0.29,NA,3,1,4,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP840",NA,"Eligible","Stockton Unified SELPA","Stockton Unified",35258,"Specialist","Coordinator","Female","Yes","Other","45 - 54",0.84,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.2,NA,0,7,1,3,0,4,6,0,12,33,33
"CAP841",NA,"Eligible","Tehama County SELPA","Red Bluff Union Elementary",2035,"DSP","Mental Health Counselor",NA,NA,NA,NA,0.73,NA,1,NA,2.5,0.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP842",NA,"Eligible","Sonoma County SELPA","Sonoma Valley Unified",3991,"Specialist","Behavior Specialist","Female","No","White","45 - 54",0.51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,3,0,1,5,5
"CAP843",NA,"Eligible","Sacramento City USD SELPA","Sacramento City Unified",40854,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","Decline to answer","55 - 64",0.71,NA,3,NA,2.5,2.25,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,0,0,0,2,0,15,15
"CAP844",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP845",NA,"Eligible","El Dorado Charter SELPA","Rocklin Academy Family of Schools",NA,"DSP","Psychologist","Female","No","White","35 - 44",0.47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP846",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP847",NA,"Eligible","Clovis SELPA","Clovis Unified",42741,"DSP","Psychologist","Female","No","White","25 - 34",0.43,NA,1,NA,1.75,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,9,10,4,1,8,9,6,5,52,52
"CAP848",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Administrator","Specialist","Male","No","White","35 - 44",0.68,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,4,6,10,5,6,9,5,5,50,50
"CAP849",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP850",NA,"Eligible","South East Consortium SELPA","Milpitas Unified",10318,"Director","Director of Special Education","Female","Yes","White","55 - 64",0.52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.4,5.4,48,0,8,11,10,2,9,9,7,9,65,65
"CAP851",NA,"Eligible","Sonoma County SELPA",NA,NA,"Specialist","Program Coordinator","Female","No","White","45 - 54",0.51,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,4,5,3,0,3,12,1,1,29,29
"CAP853",NA,"Eligible","Sonoma County SELPA",NA,NA,"Specialist","Program Specialist","Female","No","White","55 - 64",0.51,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,0,11,10,10,NA,11,12,8,16,NA,78
"CAP855",NA,"Eligible","Stockton Unified SELPA","Stockton Unified",35258,"Administrator","Assistant Principal",NA,NA,NA,NA,0.84,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP856",NA,"Eligible","Ontario Montclair","Ontario-Montclair",21100,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.84,NA,2,NA,2.5,2,1.25,0.45,0.81,60,75,NA,NA,NA,NA,1,12,8,12,4,12,12,6,15,81,81
"CAP857",NA,"Eligible","Placer SELPA","Dry Creek Joint Elementary",6866,"Administrator","Specialist","Female","No","White","35 - 44",0.34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,0,0,4,3,0,7.5,9,2,NA,NA,25.5
"CAP858",NA,"Eligible","Yuba County SELPA","Marysville Joint Unified",9527,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.67,NA,3,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0
"CAP860",NA,"Eligible","Lake County SELPA","Kelseyville Unified",1702,"Director","Director of Special Education","Male","No","White","35 - 44",0.78,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.8,5,62,0,6,6,12,2,7,10,6,8,57,57
"CAP862",NA,"Eligible","Newport-Mesa Unified SELPA","Newport-Mesa Unified",21234,"Specialist","Autism Specialist","Male","No","White","35 - 44",0.46,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,0,9,7,6,3,8,8,4,6,51,51
"CAP863",NA,"Eligible","Downey-Montebello SELPA",NA,NA,"Administrator","Coordinator","Female","No","Black, African American","45 - 54",0.78,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4.6,4,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP864",NA,"Eligible","Santa Barbara SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.68,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,12,12,12,6,12,12,8,10,84,84
"CAP865",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP866",NA,"Eligible","South Orange County SELPA","Saddleback Valley Unified",NA,"DSP","General Education Teacher","Female","No","White","25 - 34",0.29,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,0,4,5,7,1,7,5,2,1,32,32
"CAP867",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP868",NA,"Eligible","Antelope Valley SELPA","Eastside Union Elementary",3402,"Specialist","TOSA","Female","No","Native Hawaiian or Other Pacific Islander","45 - 54",0.78,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,3,4,8,8,6,9,8,8,54,54
"CAP869",NA,"Eligible","Pajaro Valley School District SELPA",NA,NA,"Administrator","Coordinator","Female","No","White","35 - 44",0.75,NA,2,6,NA,NA,NA,NA,NA,NA,NA,3,5.4,5,67,0,11,10,8,2,3,6,9,9,58,58
"CAP870",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP871",NA,"Eligible","Pomona SELPA","Pomona Unified",23115,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.87,NA,3,3,2.5,4,2.75,0.75,0.85,75,78.95,NA,NA,NA,NA,1,10,6,11,6,12,12,8,8,73,73
"CAP872",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP873",NA,"Eligible","Placer SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","45 - 54",0.34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,12,8,11,4,12,12,10,9,78,78
"CAP874",NA,"Eligible","Placer SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","45 - 54",0.34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,5,2,1.5,1,8,6,3,11,37.5,37.5
